date,price
2021-11-08,4323.06
2021-11-09,4120.08
2021-11-10,4120.08
2021-11-11,4120.08
2021-11-12,3499.65
2021-11-15,3258.17
2021-11-16,3137.68
2021-11-17,3052.19
2021-11-18,3098.19
2021-11-19,3089.69
2021-11-22,3000.19
2021-11-23,2969.7
2021-11-24,3092.19
2021-11-25,3039.69
2021-11-26,2899.71
2021-11-29,2821.21
2021-11-30,2794.72
2021-12-01,2729.72
2021-12-02,2729.72
2021-12-03,2829.71
2021-12-06,2829.71
2021-12-07,2829.71
2021-12-08,2829.71
2021-12-09,2829.71
2021-12-10,2829.71
2021-12-13,2829.71
2021-12-14,2969.7
2021-12-15,2986.7
2021-12-16,3021.19
2021-12-17,3035.19
2021-12-20,2979.7
2021-12-21,2998.7
2021-12-22,2980.2
2021-12-23,3001.69
2021-12-24,3048.19
2021-12-27,2918.7
2021-12-28,2892.71
2021-12-29,2902.7
2021-12-30,2943.7
2021-12-31,2963.2
2022-01-03,2963.2
2022-01-04,3034.69
2022-01-05,3179.68
2022-01-06,3093.19
2022-01-07,3099.69
2022-01-10,3099.69
2022-01-11,3253.17
2022-01-12,3253.17
2022-01-13,3253.17
2022-01-14,3253.17
2022-01-17,3126.18
2022-01-18,3126.18
2022-01-19,2993.7
2022-01-20,3076.69
2022-01-21,3127.18
2022-01-24,3109.68
2022-01-25,3198.68
2022-01-26,3249.17
2022-01-27,3249.17
2022-01-28,3249.67
2022-02-07,3249.67
2022-02-08,3249.67
2022-02-09,3249.67
2022-02-10,3249.67
2022-02-11,3249.67
2022-02-14,3249.67
2022-02-15,3249.67
2022-02-16,3249.67
2022-02-17,3249.67
2022-02-18,3259.67
2022-02-21,3259.67
2022-02-22,3409.65
2022-02-23,3416.15
2022-02-24,3444.15
2022-02-25,3349.66
2022-02-28,3499.65
2022-03-01,3499.65
2022-03-02,3529.64
2022-03-03,3529.64
2022-03-04,3529.64
2022-03-07,3529.64
2022-03-08,3529.64
2022-03-09,3529.64
2022-03-10,3529.64
2022-03-11,3529.64
2022-03-14,3491.15
2022-03-15,3491.15
2022-03-16,3759.62
2022-03-17,3799.62
2022-03-18,3799.62
2022-03-21,3799.62
